courseid,title,startdate,grade,instructorid,instructorfirst,instructorlast,instructortitle,studentid,gender,age,admissionyear
390,Systems Management,2015-1-7,2.4,17,Charles,Johnson,Professor,56,M,20,2009
392,Systems Project Management,2016-3-9,2.9,17,Charles,Johnson,Professor,56,M,20,2009
340,Field Project Methods,2015-1-5,1.7,17,Charles,Johnson,Professor,57,,18,2011
340,Field Project Methods,2015-1-5,1.5,17,Charles,Johnson,Professor,58,F,21,2010
390,Systems Management,2015-1-7,2.2,17,Charles,Johnson,Professor,59,F,18,2009
392,Systems Project Management,2016-3-9,3.1,17,Charles,Johnson,Professor,59,F,18,2009
390,Systems Management,2015-1-7,3.8,17,Charles,Johnson,Professor,60,F,18,2010
390,Systems Management,2015-1-7,1.4,17,Charles,Johnson,Professor,61,F,19,2010
390,Systems Management,2015-1-7,1.9,17,Charles,Johnson,Professor,62,M,19,2009
340,Field Project Methods,2015-1-5,2.2,17,Charles,Johnson,Professor,64,F,16,2011
390,Systems Management,2015-1-7,2.7,17,Charles,Johnson,Professor,64,F,16,2011
390,Systems Management,2015-1-7,2.5,17,Charles,Johnson,Professor,65,F,20,2008
392,Systems Project Management,2016-3-9,2.2,17,Charles,Johnson,Professor,66,F,20,2010
390,Systems Management,2015-1-7,3.3,17,Charles,Johnson,Professor,67,F,18,2011
390,Systems Management,2015-1-7,3.4,17,Charles,Johnson,Professor,68,F,18,2010
390,Systems Management,2015-1-7,3.2,17,Charles,Johnson,Professor,69,F,17,2011
340,Field Project Methods,2015-1-5,1.4,17,Charles,Johnson,Professor,71,F,20,2010
340,Field Project Methods,2015-1-5,4,17,Charles,Johnson,Professor,73,M,22,2007
390,Systems Management,2015-1-7,2.7,17,Charles,Johnson,Professor,73,M,22,2007
392,Systems Project Management,2016-3-9,2.7,17,Charles,Johnson,Professor,75,M,19,2008
340,Field Project Methods,2015-1-5,3,17,Charles,Johnson,Professor,76,F,19,2008
392,Systems Project Management,2016-3-9,2,17,Charles,Johnson,Professor,78,M,22,2008
390,Systems Management,2015-1-7,2.4,17,Charles,Johnson,Professor,80,M,20,2011
392,Systems Project Management,2016-3-9,1.9,17,Charles,Johnson,Professor,80,M,20,2011
390,Systems Management,2015-1-7,3.5,17,Charles,Johnson,Professor,81,F,20,2009
392,Systems Project Management,2016-3-9,2,17,Charles,Johnson,Professor,81,F,20,2009
340,Field Project Methods,2015-1-5,3.4,17,Charles,Johnson,Professor,83,M,,2009
392,Systems Project Management,2016-3-9,1.1,17,Charles,Johnson,Professor,83,M,,2009
390,Systems Management,2015-1-7,4,17,Charles,Johnson,Professor,84,M,19,2009
390,Systems Management,2015-1-7,2.1,17,Charles,Johnson,Professor,89,F,18,2011
340,Field Project Methods,2015-1-5,3.2,17,Charles,Johnson,Professor,91,F,18,2009
390,Systems Management,2015-1-7,3.8,17,Charles,Johnson,Professor,91,F,18,2009
340,Field Project Methods,2015-1-5,3.2,17,Charles,Johnson,Professor,93,M,18,2009
340,Field Project Methods,2015-1-5,2,17,Charles,Johnson,Professor,94,F,17,2011
390,Systems Management,2015-1-7,3.4,17,Charles,Johnson,Professor,95,M,23,2008
390,Systems Management,2015-1-7,3,17,Charles,Johnson,Professor,97,,20,2009
305,Statistical Methods for Quality Improvement,2016-1-6,1.4,2,Daniel,Ahmadpour,Associate Professor,0,F,19,2011
305,Statistical Methods for Quality Improvement,2016-1-6,3.4,2,Daniel,Ahmadpour,Associate Professor,3,F,22,2009
305,Statistical Methods for Quality Improvement,2016-1-6,1.4,2,Daniel,Ahmadpour,Associate Professor,5,,21,2010
305,Statistical Methods for Quality Improvement,2016-1-6,3.4,2,Daniel,Ahmadpour,Associate Professor,7,F,18,2011
305,Statistical Methods for Quality Improvement,2016-1-6,2.5,2,Daniel,Ahmadpour,Associate Professor,9,F,21,2007
305,Statistical Methods for Quality Improvement,2016-1-6,2.6,2,Daniel,Ahmadpour,Associate Professor,11,F,24,2007
305,Statistical Methods for Quality Improvement,2016-1-6,1.8,2,Daniel,Ahmadpour,Associate Professor,13,F,18,2010
305,Statistical Methods for Quality Improvement,2016-1-6,3.8,2,Daniel,Ahmadpour,Associate Professor,14,F,20,2008
305,Statistical Methods for Quality Improvement,2016-1-6,3,2,Daniel,Ahmadpour,Associate Professor,15,M,18,2009
305,Statistical Methods for Quality Improvement,2016-1-6,2.8,2,Daniel,Ahmadpour,Associate Professor,17,F,20,2011
305,Statistical Methods for Quality Improvement,2016-1-6,3.9,2,Daniel,Ahmadpour,Associate Professor,18,M,20,2011
305,Statistical Methods for Quality Improvement,2016-1-6,3.3,2,Daniel,Ahmadpour,Associate Professor,21,M,22,2008
305,Statistical Methods for Quality Improvement,2016-1-6,2.6,2,Daniel,Ahmadpour,Associate Professor,27,M,20,2010
305,Statistical Methods for Quality Improvement,2016-1-6,4,2,Daniel,Ahmadpour,Associate Professor,33,F,21,2010
305,Statistical Methods for Quality Improvement,2016-1-6,2.5,2,Daniel,Ahmadpour,Associate Professor,36,M,20,2009
305,Statistical Methods for Quality Improvement,2016-1-6,3.8,2,Daniel,Ahmadpour,Associate Professor,53,F,19,2009
305,Statistical Methods for Quality Improvement,2016-1-6,1.9,2,Daniel,Ahmadpour,Associate Professor,60,F,18,2010
305,Statistical Methods for Quality Improvement,2016-1-6,3.1,2,Daniel,Ahmadpour,Associate Professor,63,M,21,2007
305,Statistical Methods for Quality Improvement,2016-1-6,2.2,2,Daniel,Ahmadpour,Associate Professor,65,F,20,2008
305,Statistical Methods for Quality Improvement,2016-1-6,3.4,2,Daniel,Ahmadpour,Associate Professor,67,F,18,2011
305,Statistical Methods for Quality Improvement,2016-1-6,1.8,2,Daniel,Ahmadpour,Associate Professor,68,F,18,2010
305,Statistical Methods for Quality Improvement,2016-1-6,2.3,2,Daniel,Ahmadpour,Associate Professor,71,F,20,2010
305,Statistical Methods for Quality Improvement,2016-1-6,2,2,Daniel,Ahmadpour,Associate Professor,73,M,22,2007
305,Statistical Methods for Quality Improvement,2016-1-6,2.5,2,Daniel,Ahmadpour,Associate Professor,74,F,22,2009
305,Statistical Methods for Quality Improvement,2016-1-6,3.3,2,Daniel,Ahmadpour,Associate Professor,85,M,20,2010
305,Statistical Methods for Quality Improvement,2016-1-6,1.3,2,Daniel,Ahmadpour,Associate Professor,91,F,18,2009
305,Statistical Methods for Quality Improvement,2016-1-6,2.9,2,Daniel,Ahmadpour,Associate Professor,92,M,20,2010
305,Statistical Methods for Quality Improvement,2016-1-6,1.2,2,Daniel,Ahmadpour,Associate Professor,93,M,18,2009
305,Statistical Methods for Quality Improvement,2016-1-6,2.7,2,Daniel,Ahmadpour,Associate Professor,96,M,22,2008
305,Statistical Methods for Quality Improvement,2016-1-6,4,2,Daniel,Ahmadpour,Associate Professor,97,,20,2009
391,Industrial Engineering Design,2016-3-9,2.9,8,Diego,Fernandez,Associate Professor,0,F,19,2011
391,Industrial Engineering Design,2016-3-9,1.5,8,Diego,Fernandez,Associate Professor,2,F,20,2009
391,Industrial Engineering Design,2016-3-9,3.6,8,Diego,Fernandez,Associate Professor,7,F,18,2011
391,Industrial Engineering Design,2016-3-9,2.4,8,Diego,Fernandez,Associate Professor,9,F,21,2007
391,Industrial Engineering Design,2016-3-9,1.2,8,Diego,Fernandez,Associate Professor,13,F,18,2010
391,Industrial Engineering Design,2016-3-9,2.5,8,Diego,Fernandez,Associate Professor,30,F,21,2010
391,Industrial Engineering Design,2016-3-9,2.9,8,Diego,Fernandez,Associate Professor,32,F,17,2011
391,Industrial Engineering Design,2016-3-9,3.9,8,Diego,Fernandez,Associate Professor,35,F,21,2008
391,Industrial Engineering Design,2016-3-9,3.2,8,Diego,Fernandez,Associate Professor,42,F,,2011
391,Industrial Engineering Design,2016-3-9,3.6,8,Diego,Fernandez,Associate Professor,47,F,16,2011
391,Industrial Engineering Design,2016-3-9,3.6,8,Diego,Fernandez,Associate Professor,48,M,22,2009
391,Industrial Engineering Design,2016-3-9,1.7,8,Diego,Fernandez,Associate Professor,52,M,18,2010
391,Industrial Engineering Design,2016-3-9,3.2,8,Diego,Fernandez,Associate Professor,57,,18,2011
391,Industrial Engineering Design,2016-3-9,1.5,8,Diego,Fernandez,Associate Professor,59,F,18,2009
391,Industrial Engineering Design,2016-3-9,4,8,Diego,Fernandez,Associate Professor,62,M,19,2009
391,Industrial Engineering Design,2016-3-9,2,8,Diego,Fernandez,Associate Professor,67,F,18,2011
391,Industrial Engineering Design,2016-3-9,1.6,8,Diego,Fernandez,Associate Professor,68,F,18,2010
391,Industrial Engineering Design,2016-3-9,3.3,8,Diego,Fernandez,Associate Professor,69,F,17,2011
391,Industrial Engineering Design,2016-3-9,2.1,8,Diego,Fernandez,Associate Professor,71,F,20,2010
391,Industrial Engineering Design,2016-3-9,2.7,8,Diego,Fernandez,Associate Professor,77,F,18,2010
391,Industrial Engineering Design,2016-3-9,3,8,Diego,Fernandez,Associate Professor,80,M,20,2011
391,Industrial Engineering Design,2016-3-9,1.7,8,Diego,Fernandez,Associate Professor,81,F,20,2009
391,Industrial Engineering Design,2016-3-9,2.5,8,Diego,Fernandez,Associate Professor,83,M,,2009
391,Industrial Engineering Design,2016-3-9,2.2,8,Diego,Fernandez,Associate Professor,89,F,18,2011
391,Industrial Engineering Design,2016-3-9,3.4,8,Diego,Fernandez,Associate Professor,92,M,20,2010
202,Probability,2015-3-15,1.5,6,Gordon,Howie,Professor,1,M,17,2011
306,Decision Analysis,2014-1-10,3,6,Gordon,Howie,Professor,4,F,17,2010
202,Probability,2015-3-15,1,6,Gordon,Howie,Professor,5,,21,2010
202,Probability,2015-3-15,1.6,6,Gordon,Howie,Professor,8,F,18,2011
202,Probability,2015-3-15,1.4,6,Gordon,Howie,Professor,9,F,21,2007
306,Decision Analysis,2014-1-10,2.6,6,Gordon,Howie,Professor,10,M,21,2009
306,Decision Analysis,2014-1-10,2,6,Gordon,Howie,Professor,11,F,24,2007
306,Decision Analysis,2014-1-10,1.9,6,Gordon,Howie,Professor,13,F,18,2010
202,Probability,2015-3-15,3.8,6,Gordon,Howie,Professor,15,M,18,2009
202,Probability,2015-3-15,1,6,Gordon,Howie,Professor,16,M,17,2011
202,Probability,2015-3-15,1.8,6,Gordon,Howie,Professor,19,F,21,2010
202,Probability,2015-3-15,3.7,6,Gordon,Howie,Professor,20,F,18,2010
202,Probability,2015-3-15,1.8,6,Gordon,Howie,Professor,21,M,22,2008
306,Decision Analysis,2014-1-10,1.1,6,Gordon,Howie,Professor,24,F,21,2010
202,Probability,2015-3-15,2.4,6,Gordon,Howie,Professor,25,F,20,2008
202,Probability,2015-3-15,2,6,Gordon,Howie,Professor,26,F,16,2011
202,Probability,2015-3-15,3.9,6,Gordon,Howie,Professor,27,M,20,2010
202,Probability,2015-3-15,3.5,6,Gordon,Howie,Professor,28,M,21,2007
306,Decision Analysis,2014-1-10,3.9,6,Gordon,Howie,Professor,28,M,21,2007
202,Probability,2015-3-15,2,6,Gordon,Howie,Professor,29,F,20,2008
306,Decision Analysis,2014-1-10,3.1,6,Gordon,Howie,Professor,29,F,20,2008
306,Decision Analysis,2014-1-10,3.9,6,Gordon,Howie,Professor,30,F,21,2010
306,Decision Analysis,2014-1-10,1.6,6,Gordon,Howie,Professor,31,F,21,2007
306,Decision Analysis,2014-1-10,2.8,6,Gordon,Howie,Professor,34,F,22,2009
202,Probability,2015-3-15,3.7,6,Gordon,Howie,Professor,35,F,21,2008
306,Decision Analysis,2014-1-10,2.5,6,Gordon,Howie,Professor,35,F,21,2008
306,Decision Analysis,2014-1-10,1.9,6,Gordon,Howie,Professor,36,M,20,2009
202,Probability,2015-3-15,3.6,6,Gordon,Howie,Professor,38,M,23,2008
202,Probability,2015-3-15,3.2,6,Gordon,Howie,Professor,39,M,21,2010
202,Probability,2015-3-15,1.3,6,Gordon,Howie,Professor,40,M,18,2010
306,Decision Analysis,2014-1-10,3.2,6,Gordon,Howie,Professor,40,M,18,2010
202,Probability,2015-3-15,4,6,Gordon,Howie,Professor,41,M,17,2011
306,Decision Analysis,2014-1-10,1.3,6,Gordon,Howie,Professor,41,M,17,2011
202,Probability,2015-3-15,1.6,6,Gordon,Howie,Professor,42,F,,2011
306,Decision Analysis,2014-1-10,3.8,6,Gordon,Howie,Professor,43,M,17,2011
202,Probability,2015-3-15,1.6,6,Gordon,Howie,Professor,45,M,18,2011
306,Decision Analysis,2014-1-10,3.6,6,Gordon,Howie,Professor,45,M,18,2011
202,Probability,2015-3-15,3.3,6,Gordon,Howie,Professor,46,F,22,2008
202,Probability,2015-3-15,3.7,6,Gordon,Howie,Professor,48,M,22,2009
306,Decision Analysis,2014-1-10,1.4,6,Gordon,Howie,Professor,48,M,22,2009
306,Decision Analysis,2014-1-10,1.8,6,Gordon,Howie,Professor,49,M,22,2008
202,Probability,2015-3-15,2.5,6,Gordon,Howie,Professor,51,F,17,2011
306,Decision Analysis,2014-1-10,3.7,6,Gordon,Howie,Professor,52,M,18,2010
202,Probability,2015-3-15,2.2,6,Gordon,Howie,Professor,54,F,17,2011
306,Decision Analysis,2014-1-10,2,6,Gordon,Howie,Professor,54,F,17,2011
306,Decision Analysis,2014-1-10,1.4,6,Gordon,Howie,Professor,56,M,20,2009
306,Decision Analysis,2014-1-10,2.3,6,Gordon,Howie,Professor,57,,18,2011
202,Probability,2015-3-15,3.9,6,Gordon,Howie,Professor,58,F,21,2010
306,Decision Analysis,2014-1-10,3.6,6,Gordon,Howie,Professor,58,F,21,2010
306,Decision Analysis,2014-1-10,2.2,6,Gordon,Howie,Professor,59,F,18,2009
202,Probability,2015-3-15,1.3,6,Gordon,Howie,Professor,61,F,19,2010
202,Probability,2015-3-15,4,6,Gordon,Howie,Professor,62,M,19,2009
202,Probability,2015-3-15,3.4,6,Gordon,Howie,Professor,66,F,20,2010
306,Decision Analysis,2014-1-10,3,6,Gordon,Howie,Professor,66,F,20,2010
202,Probability,2015-3-15,3.9,6,Gordon,Howie,Professor,71,F,20,2010
306,Decision Analysis,2014-1-10,2.9,6,Gordon,Howie,Professor,74,F,22,2009
306,Decision Analysis,2014-1-10,1.8,6,Gordon,Howie,Professor,75,M,19,2008
306,Decision Analysis,2014-1-10,1.8,6,Gordon,Howie,Professor,76,F,19,2008
306,Decision Analysis,2014-1-10,2.4,6,Gordon,Howie,Professor,77,F,18,2010
202,Probability,2015-3-15,4,6,Gordon,Howie,Professor,78,M,22,2008
306,Decision Analysis,2014-1-10,2.3,6,Gordon,Howie,Professor,79,F,22,2007
202,Probability,2015-3-15,3.4,6,Gordon,Howie,Professor,81,F,20,2009
306,Decision Analysis,2014-1-10,3.2,6,Gordon,Howie,Professor,82,F,23,2008
306,Decision Analysis,2014-1-10,2.1,6,Gordon,Howie,Professor,83,M,,2009
306,Decision Analysis,2014-1-10,3.5,6,Gordon,Howie,Professor,88,F,17,2011
202,Probability,2015-3-15,2.7,6,Gordon,Howie,Professor,89,F,18,2011
202,Probability,2015-3-15,3.6,6,Gordon,Howie,Professor,91,F,18,2009
202,Probability,2015-3-15,3.6,6,Gordon,Howie,Professor,92,M,20,2010
202,Probability,2015-3-15,1,6,Gordon,Howie,Professor,95,M,23,2008
202,Probability,2015-3-15,1.6,6,Gordon,Howie,Professor,96,M,22,2008
202,Probability,2015-3-15,2.3,6,Gordon,Howie,Professor,97,,20,2009
317,Discrete-Event Systems Simulation,2014-9-15,3.5,15,Jeremy,Sessions,Associate Professor,0,F,19,2011
317,Discrete-Event Systems Simulation,2014-9-15,3.7,15,Jeremy,Sessions,Associate Professor,1,M,17,2011
317,Discrete-Event Systems Simulation,2014-9-15,1.1,15,Jeremy,Sessions,Associate Professor,10,M,21,2009
317,Discrete-Event Systems Simulation,2014-9-15,3.4,15,Jeremy,Sessions,Associate Professor,15,M,18,2009
317,Discrete-Event Systems Simulation,2014-9-15,1.1,15,Jeremy,Sessions,Associate Professor,16,M,17,2011
317,Discrete-Event Systems Simulation,2014-9-15,3.1,15,Jeremy,Sessions,Associate Professor,20,F,18,2010
317,Discrete-Event Systems Simulation,2014-9-15,3.9,15,Jeremy,Sessions,Associate Professor,33,F,21,2010
317,Discrete-Event Systems Simulation,2014-9-15,4,15,Jeremy,Sessions,Associate Professor,37,F,23,2007
317,Discrete-Event Systems Simulation,2014-9-15,2,15,Jeremy,Sessions,Associate Professor,40,M,18,2010
317,Discrete-Event Systems Simulation,2014-9-15,2.5,15,Jeremy,Sessions,Associate Professor,41,M,17,2011
317,Discrete-Event Systems Simulation,2014-9-15,1.6,15,Jeremy,Sessions,Associate Professor,49,M,22,2008
317,Discrete-Event Systems Simulation,2014-9-15,1.7,15,Jeremy,Sessions,Associate Professor,50,F,18,2009
317,Discrete-Event Systems Simulation,2014-9-15,1.2,15,Jeremy,Sessions,Associate Professor,51,F,17,2011
317,Discrete-Event Systems Simulation,2014-9-15,3.2,15,Jeremy,Sessions,Associate Professor,53,F,19,2009
317,Discrete-Event Systems Simulation,2014-9-15,3.2,15,Jeremy,Sessions,Associate Professor,54,F,17,2011
317,Discrete-Event Systems Simulation,2014-9-15,1.6,15,Jeremy,Sessions,Associate Professor,55,F,21,2010
317,Discrete-Event Systems Simulation,2014-9-15,3.7,15,Jeremy,Sessions,Associate Professor,62,M,19,2009
317,Discrete-Event Systems Simulation,2014-9-15,3.1,15,Jeremy,Sessions,Associate Professor,64,F,16,2011
317,Discrete-Event Systems Simulation,2014-9-15,3.2,15,Jeremy,Sessions,Associate Professor,65,F,20,2008
317,Discrete-Event Systems Simulation,2014-9-15,3.3,15,Jeremy,Sessions,Associate Professor,71,F,20,2010
317,Discrete-Event Systems Simulation,2014-9-15,2.7,15,Jeremy,Sessions,Associate Professor,76,F,19,2008
317,Discrete-Event Systems Simulation,2014-9-15,2.1,15,Jeremy,Sessions,Associate Professor,77,F,18,2010
317,Discrete-Event Systems Simulation,2014-9-15,2,15,Jeremy,Sessions,Associate Professor,79,F,22,2007
317,Discrete-Event Systems Simulation,2014-9-15,2.2,15,Jeremy,Sessions,Associate Professor,80,M,20,2011
317,Discrete-Event Systems Simulation,2014-9-15,2.5,15,Jeremy,Sessions,Associate Professor,87,M,20,2007
317,Discrete-Event Systems Simulation,2014-9-15,2.4,15,Jeremy,Sessions,Associate Professor,89,F,18,2011
317,Discrete-Event Systems Simulation,2014-9-15,1.4,15,Jeremy,Sessions,Associate Professor,92,M,20,2010
317,Discrete-Event Systems Simulation,2014-9-15,3.8,15,Jeremy,Sessions,Associate Professor,97,,20,2009
317,Discrete-Event Systems Simulation,2014-9-15,1.3,15,Jeremy,Sessions,Associate Professor,98,M,21,2007
310,Operations Research,2015-3-16,3.9,21,Jane,Wilson,Clinical Associate Professor,3,F,22,2009
310,Operations Research,2015-3-16,3.5,21,Jane,Wilson,Clinical Associate Professor,4,F,17,2010
310,Operations Research,2015-3-16,3,21,Jane,Wilson,Clinical Associate Professor,6,,16,2011
310,Operations Research,2015-3-16,1.9,21,Jane,Wilson,Clinical Associate Professor,7,F,18,2011
310,Operations Research,2015-3-16,2.1,21,Jane,Wilson,Clinical Associate Professor,8,F,18,2011
310,Operations Research,2015-3-16,1.7,21,Jane,Wilson,Clinical Associate Professor,10,M,21,2009
310,Operations Research,2015-3-16,1.7,21,Jane,Wilson,Clinical Associate Professor,11,F,24,2007
310,Operations Research,2015-3-16,2.8,21,Jane,Wilson,Clinical Associate Professor,15,M,18,2009
310,Operations Research,2015-3-16,2.1,21,Jane,Wilson,Clinical Associate Professor,16,M,17,2011
310,Operations Research,2015-3-16,1.4,21,Jane,Wilson,Clinical Associate Professor,17,F,20,2011
310,Operations Research,2015-3-16,1.9,21,Jane,Wilson,Clinical Associate Professor,20,F,18,2010
310,Operations Research,2015-3-16,3.7,21,Jane,Wilson,Clinical Associate Professor,23,F,20,2009
310,Operations Research,2015-3-16,2.9,21,Jane,Wilson,Clinical Associate Professor,24,F,21,2010
310,Operations Research,2015-3-16,2.4,21,Jane,Wilson,Clinical Associate Professor,25,F,20,2008
310,Operations Research,2015-3-16,3.8,21,Jane,Wilson,Clinical Associate Professor,26,F,16,2011
310,Operations Research,2015-3-16,3.4,21,Jane,Wilson,Clinical Associate Professor,27,M,20,2010
310,Operations Research,2015-3-16,1.3,21,Jane,Wilson,Clinical Associate Professor,30,F,21,2010
310,Operations Research,2015-3-16,1.1,21,Jane,Wilson,Clinical Associate Professor,31,F,21,2007
310,Operations Research,2015-3-16,3.4,21,Jane,Wilson,Clinical Associate Professor,36,M,20,2009
310,Operations Research,2015-3-16,1.6,21,Jane,Wilson,Clinical Associate Professor,38,M,23,2008
310,Operations Research,2015-3-16,3,21,Jane,Wilson,Clinical Associate Professor,44,F,21,2010
310,Operations Research,2015-3-16,3.1,21,Jane,Wilson,Clinical Associate Professor,46,F,22,2008
310,Operations Research,2015-3-16,2.8,21,Jane,Wilson,Clinical Associate Professor,47,F,16,2011
310,Operations Research,2015-3-16,3.8,21,Jane,Wilson,Clinical Associate Professor,51,F,17,2011
310,Operations Research,2015-3-16,2.1,21,Jane,Wilson,Clinical Associate Professor,52,M,18,2010
310,Operations Research,2015-3-16,3.8,21,Jane,Wilson,Clinical Associate Professor,56,M,20,2009
310,Operations Research,2015-3-16,3.9,21,Jane,Wilson,Clinical Associate Professor,57,,18,2011
310,Operations Research,2015-3-16,1.5,21,Jane,Wilson,Clinical Associate Professor,58,F,21,2010
310,Operations Research,2015-3-16,1.3,21,Jane,Wilson,Clinical Associate Professor,60,F,18,2010
310,Operations Research,2015-3-16,2.4,21,Jane,Wilson,Clinical Associate Professor,63,M,21,2007
310,Operations Research,2015-3-16,2.7,21,Jane,Wilson,Clinical Associate Professor,64,F,16,2011
310,Operations Research,2015-3-16,3.8,21,Jane,Wilson,Clinical Associate Professor,66,F,20,2010
310,Operations Research,2015-3-16,1.2,21,Jane,Wilson,Clinical Associate Professor,68,F,18,2010
310,Operations Research,2015-3-16,3.4,21,Jane,Wilson,Clinical Associate Professor,69,F,17,2011
310,Operations Research,2015-3-16,2.7,21,Jane,Wilson,Clinical Associate Professor,70,F,23,2008
310,Operations Research,2015-3-16,2,21,Jane,Wilson,Clinical Associate Professor,71,F,20,2010
